,ISO_1,LangName_1,ISO_2,LangName_2,Similarity,Robustness
15292,kan,Kannada,tgl,Tagalog,0.81,Medium
15293,kan,Kannada,tha,Thai,0.35,High
15299,kan,Kannada,tur,Turkish,0.571,High
15306,kan,Kannada,ukr,Ukrainian,0.417,High
15307,kan,Kannada,urd,Urdu,2.09,High
15311,kan,Kannada,vie,Vietnamese,0.222,High
15322,kan,Kannada,yor,Yoruba,0.226,Medium
15323,kan,Kannada,zsm,Standard Malay,0.604,High
15324,kan,Kannada,zul,Zulu,0.246,High
15458,kat,Georgian,kaz,Kazakh,1.715,Medium
15460,kat,Georgian,khm,Khmer,0.177,Medium
15462,kat,Georgian,kir,Kirghiz,1.642,Medium
15467,kat,Georgian,kor,Korean,0.187,High
15471,kat,Georgian,lao,Lao,0.142,Medium
15477,kat,Georgian,lit,Lithuanian,1.567,High
15482,kat,Georgian,lug,Ganda,0.096,Medium
15484,kat,Georgian,mal,Malayalam,0.285,High
15485,kat,Georgian,mar,Marathi,0.197,High
15489,kat,Georgian,mkd,Macedonian,2.165,High
15490,kat,Georgian,mlt,Maltese,1.652,Medium
15491,kat,Georgian,mni,Manipuri,0.367,High
15496,kat,Georgian,mya,Burmese,0.376,Medium
15504,kat,Georgian,nld,Dutch,1.125,High
15506,kat,Georgian,nno,Norwegian Nynorsk,1.297,High
15507,kat,Georgian,nob,Norwegian Bokmål,1.234,High
15514,kat,Georgian,pan,Panjabi,0.55,High
15522,kat,Georgian,pol,Polish,1.068,High
15523,kat,Georgian,por,Portuguese,1.544,High
15528,kat,Georgian,ron,Romanian,1.175,High
15531,kat,Georgian,rus,Russian,1.372,High
15542,kat,Georgian,slk,Slovak,0.928,High
15543,kat,Georgian,slv,Slovenian,1.147,High
15547,kat,Georgian,som,Somali,0.176,Low
15549,kat,Georgian,spa,Spanish,1.163,High
15557,kat,Georgian,swe,Swedish,1.279,High
15560,kat,Georgian,tam,Tamil,0.165,High
15562,kat,Georgian,tel,Telugu,0.273,High
15564,kat,Georgian,tgk,Tajik,1.551,Medium
15565,kat,Georgian,tgl,Tagalog,1.143,Medium
15566,kat,Georgian,tha,Thai,0.244,High
15573,kat,Georgian,tur,Turkish,1.454,High
15578,kat,Georgian,ukr,Ukrainian,1.99,High
15579,kat,Georgian,urd,Urdu,0.641,High
15583,kat,Georgian,vie,Vietnamese,0.236,High
15593,kat,Georgian,yor,Yoruba,0.302,Medium
15594,kat,Georgian,zsm,Standard Malay,0.664,High
15595,kat,Georgian,zul,Zulu,0.352,High
15596,kaz,Kazakh,khm,Khmer,0.494,Medium
15598,kaz,Kazakh,kir,Kirghiz,15.3,Medium
15603,kaz,Kazakh,kor,Korean,0.188,Medium
15608,kaz,Kazakh,lao,Lao,0.336,Medium
15615,kaz,Kazakh,lit,Lithuanian,0.998,Medium
15620,kaz,Kazakh,lug,Ganda,0.243,Medium
15621,kaz,Kazakh,luo,Luo,0.297,Medium
15622,kaz,Kazakh,mal,Malayalam,0.43,Medium
15623,kaz,Kazakh,mar,Marathi,0.481,Medium
15629,kaz,Kazakh,mkd,Macedonian,2.702,Medium
15630,kaz,Kazakh,mlt,Maltese,1.489,Medium
15631,kaz,Kazakh,mni,Manipuri,0.339,Medium
15637,kaz,Kazakh,mya,Burmese,0.43,Medium
15646,kaz,Kazakh,nld,Dutch,1.211,Medium
15647,kaz,Kazakh,nno,Norwegian Nynorsk,1.12,Medium
15648,kaz,Kazakh,nob,Norwegian Bokmål,1.097,Medium
15655,kaz,Kazakh,pan,Panjabi,0.842,Medium
15662,kaz,Kazakh,pol,Polish,0.935,Medium
15663,kaz,Kazakh,por,Portuguese,1.256,Medium
15666,kaz,Kazakh,ron,Romanian,0.879,Medium
15669,kaz,Kazakh,rus,Russian,1.868,Medium
15676,kaz,Kazakh,slk,Slovak,0.771,Medium
15677,kaz,Kazakh,slv,Slovenian,0.941,Medium
15682,kaz,Kazakh,snd,Sindhi,0.136,Low
15683,kaz,Kazakh,som,Somali,0.595,Low
15685,kaz,Kazakh,spa,Spanish,0.968,Medium
15692,kaz,Kazakh,swe,Swedish,1.191,Medium
15695,kaz,Kazakh,tam,Tamil,0.277,Medium
15697,kaz,Kazakh,tel,Telugu,0.354,Medium
15699,kaz,Kazakh,tgk,Tajik,4.813,Medium
15700,kaz,Kazakh,tgl,Tagalog,1.295,Medium
15701,kaz,Kazakh,tha,Thai,0.219,Medium
15707,kaz,Kazakh,tur,Turkish,3.574,Medium
15711,kaz,Kazakh,ukr,Ukrainian,2.968,Medium
15712,kaz,Kazakh,urd,Urdu,1.137,Medium
15715,kaz,Kazakh,vie,Vietnamese,0.313,Medium
15724,kaz,Kazakh,yor,Yoruba,0.158,Medium
15725,kaz,Kazakh,zsm,Standard Malay,0.853,Medium
15726,kaz,Kazakh,zul,Zulu,0.293,Medium
15789,khm,Khmer,kir,Kirghiz,0.609,Medium
15794,khm,Khmer,kor,Korean,0.055,Medium
15799,khm,Khmer,lao,Lao,1.877,Medium
15804,khm,Khmer,lit,Lithuanian,0.171,Medium
15809,khm,Khmer,lug,Ganda,0.124,Medium
15810,khm,Khmer,luo,Luo,0.127,Medium
15811,khm,Khmer,mal,Malayalam,0.635,Medium
15812,khm,Khmer,mar,Marathi,0.642,Medium
15818,khm,Khmer,mkd,Macedonian,0.543,Medium
15819,khm,Khmer,mlt,Maltese,0.72,Medium
15820,khm,Khmer,mni,Manipuri,0.222,Medium
15825,khm,Khmer,mya,Burmese,0.317,Medium
15832,khm,Khmer,nld,Dutch,0.292,Medium
15833,khm,Khmer,nno,Norwegian Nynorsk,0.487,Medium
15834,khm,Khmer,nob,Norwegian Bokmål,0.383,Medium
15840,khm,Khmer,pan,Panjabi,0.552,Medium
15842,khm,Khmer,pol,Polish,0.271,Medium
15843,khm,Khmer,por,Portuguese,0.36,Medium
15847,khm,Khmer,ron,Romanian,0.298,Medium
15850,khm,Khmer,rus,Russian,0.23,Medium
15858,khm,Khmer,slk,Slovak,0.282,Medium
15859,khm,Khmer,slv,Slovenian,0.253,Medium
15860,khm,Khmer,snd,Sindhi,0.139,Low
15862,khm,Khmer,spa,Spanish,0.259,Medium
15866,khm,Khmer,swe,Swedish,0.284,Medium
15867,khm,Khmer,tam,Tamil,0.454,Medium
15869,khm,Khmer,tel,Telugu,0.408,Medium
15871,khm,Khmer,tgk,Tajik,0.729,Medium
15872,khm,Khmer,tgl,Tagalog,0.827,Medium
15873,khm,Khmer,tha,Thai,1.058,Medium
15877,khm,Khmer,tur,Turkish,0.412,Medium
15881,khm,Khmer,ukr,Ukrainian,0.326,Medium
15882,khm,Khmer,urd,Urdu,0.498,Medium
15885,khm,Khmer,vie,Vietnamese,0.587,Medium
15891,khm,Khmer,yue,Yue Chinese,0.059,Medium
15892,khm,Khmer,zsm,Standard Malay,0.354,Medium
15893,khm,Khmer,zul,Zulu,0.101,Medium
16020,kir,Kirghiz,kor,Korean,0.206,Medium
16025,kir,Kirghiz,lao,Lao,0.362,Medium
16032,kir,Kirghiz,lit,Lithuanian,0.712,Medium
16037,kir,Kirghiz,lug,Ganda,0.287,Medium
16038,kir,Kirghiz,luo,Luo,0.351,Medium
16039,kir,Kirghiz,mal,Malayalam,0.455,Medium
16040,kir,Kirghiz,mar,Marathi,0.649,Medium
16046,kir,Kirghiz,mkd,Macedonian,2.638,Medium
16047,kir,Kirghiz,mlt,Maltese,1.452,Medium
16048,kir,Kirghiz,mni,Manipuri,0.427,Medium
16054,kir,Kirghiz,mya,Burmese,0.521,Medium
16062,kir,Kirghiz,nld,Dutch,1.189,Medium
16063,kir,Kirghiz,nno,Norwegian Nynorsk,1.124,Medium
16064,kir,Kirghiz,nob,Norwegian Bokmål,1.042,Medium
16070,kir,Kirghiz,pan,Panjabi,1.128,Medium
16078,kir,Kirghiz,pol,Polish,0.884,Medium
16079,kir,Kirghiz,por,Portuguese,0.943,Medium
16082,kir,Kirghiz,ron,Romanian,0.753,Medium
16085,kir,Kirghiz,rus,Russian,1.673,Medium
16093,kir,Kirghiz,slk,Slovak,0.719,Medium
16094,kir,Kirghiz,slv,Slovenian,0.85,Medium
16098,kir,Kirghiz,snd,Sindhi,0.192,Low
16099,kir,Kirghiz,som,Somali,0.937,Low
16101,kir,Kirghiz,spa,Spanish,0.82,Medium
16107,kir,Kirghiz,swe,Swedish,0.984,Medium
16110,kir,Kirghiz,tam,Tamil,0.313,Medium
16112,kir,Kirghiz,tel,Telugu,0.397,Medium
16114,kir,Kirghiz,tgk,Tajik,6.531,Medium
16115,kir,Kirghiz,tgl,Tagalog,1.53,Medium
16116,kir,Kirghiz,tha,Thai,0.19,Medium
16122,kir,Kirghiz,tur,Turkish,3.616,Medium
16126,kir,Kirghiz,ukr,Ukrainian,2.369,Medium
16127,kir,Kirghiz,urd,Urdu,1.413,Medium
16130,kir,Kirghiz,vie,Vietnamese,0.235,Medium
16139,kir,Kirghiz,yor,Yoruba,0.112,Medium
16140,kir,Kirghiz,zsm,Standard Malay,0.668,Medium
16141,kir,Kirghiz,zul,Zulu,0.334,Medium
16547,kor,Korean,lao,Lao,0.193,Medium
16551,kor,Korean,lit,Lithuanian,0.419,High
16556,kor,Korean,lug,Ganda,0.07,Medium
16557,kor,Korean,luo,Luo,0.191,Medium
16558,kor,Korean,mal,Malayalam,0.247,High
16559,kor,Korean,mar,Marathi,0.234,High
16563,kor,Korean,mkd,Macedonian,0.412,High
16564,kor,Korean,mlt,Maltese,0.384,Medium
16566,kor,Korean,mni,Manipuri,0.136,High
16571,kor,Korean,mya,Burmese,0.09,Medium
16578,kor,Korean,nld,Dutch,0.607,High
16579,kor,Korean,nno,Norwegian Nynorsk,0.621,High
16580,kor,Korean,nob,Norwegian Bokmål,0.484,High
16588,kor,Korean,pan,Panjabi,0.395,High
16592,kor,Korean,pol,Polish,0.348,High
16593,kor,Korean,por,Portuguese,0.565,High
16596,kor,Korean,ron,Romanian,0.37,High
16598,kor,Korean,rus,Russian,0.374,High
16606,kor,Korean,slk,Slovak,0.326,High
16607,kor,Korean,slv,Slovenian,0.359,High
16610,kor,Korean,snd,Sindhi,0.067,Low
16611,kor,Korean,som,Somali,0.106,Low
16613,kor,Korean,spa,Spanish,0.35,High
16619,kor,Korean,swe,Swedish,0.528,High
16620,kor,Korean,tam,Tamil,0.173,High
16622,kor,Korean,tel,Telugu,0.218,High
16624,kor,Korean,tgk,Tajik,0.339,Medium
16625,kor,Korean,tgl,Tagalog,0.283,Medium
16626,kor,Korean,tha,Thai,0.248,High
16632,kor,Korean,tur,Turkish,0.383,High
16637,kor,Korean,ukr,Ukrainian,0.381,High
16638,kor,Korean,urd,Urdu,0.294,High
16641,kor,Korean,vie,Vietnamese,1.764,High
16648,kor,Korean,yor,Yoruba,0.061,Medium
16649,kor,Korean,yue,Yue Chinese,1.088,Medium
16651,kor,Korean,zsm,Standard Malay,0.345,High
16652,kor,Korean,zul,Zulu,0.117,High
17055,lao,Lao,lit,Lithuanian,0.152,Medium
17060,lao,Lao,lug,Ganda,0.367,Medium
17061,lao,Lao,luo,Luo,0.167,Medium
17062,lao,Lao,mal,Malayalam,0.295,Medium
17063,lao,Lao,mar,Marathi,0.678,Medium
17065,lao,Lao,mkd,Macedonian,0.382,Medium
17066,lao,Lao,mlt,Maltese,0.51,Medium
17067,lao,Lao,mni,Manipuri,0.217,Medium
17073,lao,Lao,mya,Burmese,0.341,Medium
17080,lao,Lao,nld,Dutch,0.219,Medium
17082,lao,Lao,nno,Norwegian Nynorsk,0.346,Medium
17083,lao,Lao,nob,Norwegian Bokmål,0.264,Medium
17090,lao,Lao,pan,Panjabi,0.415,Medium
17092,lao,Lao,pol,Polish,0.196,Medium
17093,lao,Lao,por,Portuguese,0.227,Medium
17097,lao,Lao,ron,Romanian,0.232,Medium
17100,lao,Lao,rus,Russian,0.203,Medium
17106,lao,Lao,slk,Slovak,0.208,Medium
17107,lao,Lao,slv,Slovenian,0.181,Medium
17110,lao,Lao,snd,Sindhi,0.183,Low
17112,lao,Lao,spa,Spanish,0.142,Medium
17116,lao,Lao,swe,Swedish,0.149,Medium
17117,lao,Lao,tam,Tamil,0.298,Medium
17119,lao,Lao,tel,Telugu,0.288,Medium
17121,lao,Lao,tgk,Tajik,0.632,Medium
17122,lao,Lao,tgl,Tagalog,0.322,Medium
17123,lao,Lao,tha,Thai,3.145,Medium
17128,lao,Lao,tur,Turkish,0.212,Medium
17132,lao,Lao,ukr,Ukrainian,0.342,Medium
17133,lao,Lao,urd,Urdu,0.416,Medium
17135,lao,Lao,vie,Vietnamese,0.309,Medium
17141,lao,Lao,zsm,Standard Malay,0.27,Medium
17142,lao,Lao,zul,Zulu,0.139,Medium
17648,lit,Lithuanian,lug,Ganda,0.151,Medium
17649,lit,Lithuanian,luo,Luo,0.244,Medium
17652,lit,Lithuanian,mal,Malayalam,0.337,High
17653,lit,Lithuanian,mar,Marathi,0.318,High
17659,lit,Lithuanian,mkd,Macedonian,2.59,High
17660,lit,Lithuanian,mlt,Maltese,1.502,Medium
17661,lit,Lithuanian,mni,Manipuri,0.472,High
17667,lit,Lithuanian,mya,Burmese,0.238,Medium
17676,lit,Lithuanian,nld,Dutch,2.926,High
17678,lit,Lithuanian,nno,Norwegian Nynorsk,2.911,High
17679,lit,Lithuanian,nob,Norwegian Bokmål,2.742,High
17686,lit,Lithuanian,pan,Panjabi,0.761,High
17691,lit,Lithuanian,pol,Polish,3.078,High
17692,lit,Lithuanian,por,Portuguese,3.825,High
17697,lit,Lithuanian,ron,Romanian,3.028,High
17700,lit,Lithuanian,rus,Russian,2.925,High
17709,lit,Lithuanian,slk,Slovak,4.153,High
17710,lit,Lithuanian,slv,Slovenian,3.633,High
17713,lit,Lithuanian,snd,Sindhi,0.076,Low
17714,lit,Lithuanian,som,Somali,0.137,Low
17716,lit,Lithuanian,spa,Spanish,2.951,High
17723,lit,Lithuanian,swe,Swedish,3.079,High
17726,lit,Lithuanian,tam,Tamil,0.137,High
17728,lit,Lithuanian,tel,Telugu,0.294,High
17730,lit,Lithuanian,tgk,Tajik,0.96,Medium
17731,lit,Lithuanian,tgl,Tagalog,1.093,Medium
17732,lit,Lithuanian,tha,Thai,0.332,High
17739,lit,Lithuanian,tur,Turkish,1.706,High
17743,lit,Lithuanian,ukr,Ukrainian,2.554,High
17744,lit,Lithuanian,urd,Urdu,0.586,High
17747,lit,Lithuanian,vie,Vietnamese,0.461,High
17757,lit,Lithuanian,yor,Yoruba,0.108,Medium
17758,lit,Lithuanian,zsm,Standard Malay,1.139,High
17759,lit,Lithuanian,zul,Zulu,0.248,High
18155,lug,Ganda,luo,Luo,0.456,Low
18156,lug,Ganda,mal,Malayalam,0.14,Medium
18157,lug,Ganda,mar,Marathi,0.207,Medium
18159,lug,Ganda,mkd,Macedonian,0.207,Medium
18160,lug,Ganda,mlt,Maltese,0.829,Medium
18161,lug,Ganda,mni,Manipuri,0.1,Medium
18167,lug,Ganda,nld,Dutch,0.311,Medium
18168,lug,Ganda,nno,Norwegian Nynorsk,0.184,Medium
18169,lug,Ganda,nob,Norwegian Bokmål,0.145,Medium
18174,lug,Ganda,pan,Panjabi,0.203,Medium
18175,lug,Ganda,pol,Polish,0.231,Medium
18176,lug,Ganda,por,Portuguese,0.088,Medium
18178,lug,Ganda,ron,Romanian,0.139,Medium
18181,lug,Ganda,rus,Russian,0.205,Medium
18186,lug,Ganda,slk,Slovak,0.216,Medium
18187,lug,Ganda,slv,Slovenian,0.145,Medium
18189,lug,Ganda,sna,Shona,1.481,Low
18191,lug,Ganda,spa,Spanish,0.13,Medium
18193,lug,Ganda,swe,Swedish,0.063,Medium
18194,lug,Ganda,tam,Tamil,0.131,Medium
18196,lug,Ganda,tgk,Tajik,0.294,Medium
18197,lug,Ganda,tgl,Tagalog,0.13,Medium
18198,lug,Ganda,tha,Thai,0.076,Medium
18202,lug,Ganda,tur,Turkish,0.082,Medium
18205,lug,Ganda,ukr,Ukrainian,0.286,Medium
18206,lug,Ganda,urd,Urdu,0.243,Medium
18207,lug,Ganda,vie,Vietnamese,0.212,Medium
18210,lug,Ganda,zsm,Standard Malay,0.133,Medium
18211,lug,Ganda,zul,Zulu,0.107,Medium
18213,luo,Luo,mal,Malayalam,0.565,Medium
18214,luo,Luo,mar,Marathi,0.416,Medium
18216,luo,Luo,mkd,Macedonian,0.298,Medium
18217,luo,Luo,mlt,Maltese,0.689,Medium
18218,luo,Luo,mni,Manipuri,0.305,Medium
18226,luo,Luo,nld,Dutch,0.771,Medium
18227,luo,Luo,nno,Norwegian Nynorsk,0.519,Medium
18228,luo,Luo,nob,Norwegian Bokmål,0.397,Medium
18234,luo,Luo,pan,Panjabi,0.559,Medium
18236,luo,Luo,pol,Polish,0.447,Medium
18237,luo,Luo,por,Portuguese,0.277,Medium
18240,luo,Luo,ron,Romanian,0.269,Medium
18242,luo,Luo,rus,Russian,0.286,Medium
18247,luo,Luo,slk,Slovak,0.282,Medium
18248,luo,Luo,slv,Slovenian,0.247,Medium
18250,luo,Luo,snd,Sindhi,0.34,Low
18251,luo,Luo,som,Somali,0.643,Low
18253,luo,Luo,spa,Spanish,0.257,Medium
18256,luo,Luo,swe,Swedish,0.345,Medium
18258,luo,Luo,tam,Tamil,0.298,Medium
18260,luo,Luo,tel,Telugu,0.158,Medium
18261,luo,Luo,tgk,Tajik,0.584,Medium
18262,luo,Luo,tgl,Tagalog,0.635,Medium
18263,luo,Luo,tha,Thai,0.115,Medium
18267,luo,Luo,tur,Turkish,0.372,Medium
18270,luo,Luo,ukr,Ukrainian,0.466,Medium
18271,luo,Luo,urd,Urdu,0.569,Medium
18273,luo,Luo,vie,Vietnamese,0.349,Medium
18276,luo,Luo,zsm,Standard Malay,0.288,Medium
18277,luo,Luo,zul,Zulu,0.338,Medium
18372,mal,Malayalam,mar,Marathi,1.82,High
18378,mal,Malayalam,mkd,Macedonian,0.707,High
18379,mal,Malayalam,mlt,Maltese,0.829,Medium
18380,mal,Malayalam,mni,Manipuri,1.229,High
18386,mal,Malayalam,mya,Burmese,0.26,Medium
18393,mal,Malayalam,nld,Dutch,0.725,High
18394,mal,Malayalam,nno,Norwegian Nynorsk,0.807,High
18395,mal,Malayalam,nob,Norwegian Bokmål,0.66,High
18398,mal,Malayalam,nya,Nyanja,0.197,Medium
18404,mal,Malayalam,pan,Panjabi,5.428,High
18411,mal,Malayalam,pol,Polish,0.462,High
18412,mal,Malayalam,por,Portuguese,0.655,High
18415,mal,Malayalam,ron,Romanian,0.403,High
18418,mal,Malayalam,rus,Russian,0.434,High
18426,mal,Malayalam,slk,Slovak,0.435,High
18427,mal,Malayalam,slv,Slovenian,0.425,High
18431,mal,Malayalam,sna,Shona,0.115,Low
18432,mal,Malayalam,snd,Sindhi,0.313,Low
18433,mal,Malayalam,som,Somali,0.516,Low
18435,mal,Malayalam,spa,Spanish,0.494,High
18441,mal,Malayalam,swe,Swedish,0.572,High
18443,mal,Malayalam,tam,Tamil,4.771,High
18445,mal,Malayalam,tel,Telugu,6.886,High
18447,mal,Malayalam,tgk,Tajik,0.651,Medium
18448,mal,Malayalam,tgl,Tagalog,0.785,Medium
18449,mal,Malayalam,tha,Thai,0.461,High
18455,mal,Malayalam,tur,Turkish,0.564,High
18461,mal,Malayalam,ukr,Ukrainian,0.443,High
18462,mal,Malayalam,urd,Urdu,1.673,High
18466,mal,Malayalam,vie,Vietnamese,0.341,High
18477,mal,Malayalam,yor,Yoruba,0.11,Medium
18478,mal,Malayalam,yue,Yue Chinese,0.026,Medium
18479,mal,Malayalam,zsm,Standard Malay,0.611,High
18480,mal,Malayalam,zul,Zulu,0.238,High
18486,mar,Marathi,mkd,Macedonian,0.667,High
18487,mar,Marathi,mlt,Maltese,0.97,Medium
18488,mar,Marathi,mni,Manipuri,0.503,Medium
18494,mar,Marathi,mya,Burmese,0.448,Medium
18501,mar,Marathi,nld,Dutch,0.501,High
18502,mar,Marathi,nno,Norwegian Nynorsk,0.535,High
18503,mar,Marathi,nob,Norwegian Bokmål,0.445,High
18510,mar,Marathi,pan,Panjabi,2.472,High
18516,mar,Marathi,pol,Polish,0.398,High
18517,mar,Marathi,por,Portuguese,0.519,High
18521,mar,Marathi,ron,Romanian,0.364,High
18524,mar,Marathi,rus,Russian,0.336,High
18534,mar,Marathi,slk,Slovak,0.301,High
18535,mar,Marathi,slv,Slovenian,0.278,High
18539,mar,Marathi,sna,Shona,0.251,Low
18540,mar,Marathi,snd,Sindhi,0.495,Low
18541,mar,Marathi,som,Somali,0.125,Low
18543,mar,Marathi,spa,Spanish,0.369,High
18549,mar,Marathi,swe,Swedish,0.366,High
18550,mar,Marathi,tam,Tamil,0.837,High
18552,mar,Marathi,tel,Telugu,1.473,High
18554,mar,Marathi,tgk,Tajik,1.164,Medium
18555,mar,Marathi,tgl,Tagalog,0.528,Medium
18556,mar,Marathi,tha,Thai,0.429,High
18562,mar,Marathi,tur,Turkish,0.466,High
18567,mar,Marathi,ukr,Ukrainian,0.515,High
18568,mar,Marathi,urd,Urdu,1.528,High
18571,mar,Marathi,vie,Vietnamese,0.24,High
18579,mar,Marathi,yor,Yoruba,0.147,Medium
18580,mar,Marathi,zsm,Standard Malay,0.449,High
18581,mar,Marathi,zul,Zulu,0.176,High
18899,mkd,Macedonian,mlt,Maltese,2.45,Medium
18901,mkd,Macedonian,mni,Manipuri,0.595,High
18907,mkd,Macedonian,mya,Burmese,0.582,Medium
18917,mkd,Macedonian,nld,Dutch,2.594,High
18919,mkd,Macedonian,nno,Norwegian Nynorsk,3.301,High
18920,mkd,Macedonian,nob,Norwegian Bokmål,2.824,High
18927,mkd,Macedonian,pan,Panjabi,1.241,High
18935,mkd,Macedonian,pol,Polish,3.977,High
18936,mkd,Macedonian,por,Portuguese,3.065,High
18940,mkd,Macedonian,ron,Romanian,2.705,High
18943,mkd,Macedonian,rus,Russian,6.671,High
18953,mkd,Macedonian,slk,Slovak,5.415,High
18954,mkd,Macedonian,slv,Slovenian,6.812,High
18958,mkd,Macedonian,snd,Sindhi,0.359,Low
18959,mkd,Macedonian,som,Somali,0.427,Low
18961,mkd,Macedonian,spa,Spanish,2.217,High
18969,mkd,Macedonian,swe,Swedish,2.625,High
18972,mkd,Macedonian,tam,Tamil,0.407,High
18974,mkd,Macedonian,tel,Telugu,0.478,High
18976,mkd,Macedonian,tgk,Tajik,2.302,Medium
18977,mkd,Macedonian,tgl,Tagalog,1.584,Medium
18978,mkd,Macedonian,tha,Thai,0.454,High
18985,mkd,Macedonian,tur,Turkish,2.62,High
18989,mkd,Macedonian,ukr,Ukrainian,7.913,High
18990,mkd,Macedonian,urd,Urdu,1.039,High
18994,mkd,Macedonian,vie,Vietnamese,0.465,High
19005,mkd,Macedonian,yor,Yoruba,0.136,Medium
19009,mkd,Macedonian,zsm,Standard Malay,0.958,High
19010,mkd,Macedonian,zul,Zulu,0.383,High
19011,mlt,Maltese,mni,Manipuri,0.651,Medium
19017,mlt,Maltese,mya,Burmese,0.434,Medium
19025,mlt,Maltese,nld,Dutch,2.575,Medium
19026,mlt,Maltese,nno,Norwegian Nynorsk,1.985,Medium
19027,mlt,Maltese,nob,Norwegian Bokmål,1.89,Medium
19030,mlt,Maltese,nya,Nyanja,0.14,Low
19036,mlt,Maltese,pan,Panjabi,1.453,Medium
19042,mlt,Maltese,pol,Polish,1.54,Medium
19043,mlt,Maltese,por,Portuguese,3.928,Medium
19047,mlt,Maltese,ron,Romanian,2.287,Medium
19050,mlt,Maltese,rus,Russian,1.575,Medium
19059,mlt,Maltese,slk,Slovak,1.538,Medium
19060,mlt,Maltese,slv,Slovenian,1.724,Medium
19064,mlt,Maltese,snd,Sindhi,0.464,Low
19065,mlt,Maltese,som,Somali,0.292,Low
19067,mlt,Maltese,spa,Spanish,3.113,Medium
19075,mlt,Maltese,swe,Swedish,1.89,Medium
19077,mlt,Maltese,tam,Tamil,0.703,Medium
19079,mlt,Maltese,tel,Telugu,0.565,Medium
19081,mlt,Maltese,tgk,Tajik,2.235,Medium
19082,mlt,Maltese,tgl,Tagalog,3.735,Medium
19083,mlt,Maltese,tha,Thai,0.472,Medium
19089,mlt,Maltese,tur,Turkish,2.213,Medium
19096,mlt,Maltese,ukr,Ukrainian,2.06,Medium
19097,mlt,Maltese,urd,Urdu,1.318,Medium
19101,mlt,Maltese,vie,Vietnamese,0.452,Medium
19109,mlt,Maltese,yor,Yoruba,0.537,Medium
19110,mlt,Maltese,zsm,Standard Malay,1.226,Medium
19111,mlt,Maltese,zul,Zulu,0.77,Medium
19125,mni,Manipuri,mya,Burmese,0.236,Medium
19131,mni,Manipuri,nld,Dutch,0.673,High
19132,mni,Manipuri,nno,Norwegian Nynorsk,0.732,High
19133,mni,Manipuri,nob,Norwegian Bokmål,0.573,High
19139,mni,Manipuri,pan,Panjabi,2.16,High
19143,mni,Manipuri,pol,Polish,0.404,High
19144,mni,Manipuri,por,Portuguese,0.659,High
19147,mni,Manipuri,ron,Romanian,0.387,High
19150,mni,Manipuri,rus,Russian,0.326,High
19158,mni,Manipuri,slk,Slovak,0.404,High
19159,mni,Manipuri,slv,Slovenian,0.365,High
19162,mni,Manipuri,sna,Shona,0.182,Low
19163,mni,Manipuri,snd,Sindhi,0.101,Low
19164,mni,Manipuri,som,Somali,0.127,Low
19166,mni,Manipuri,spa,Spanish,0.49,High
19170,mni,Manipuri,swe,Swedish,0.557,High
19172,mni,Manipuri,tam,Tamil,0.768,High
19174,mni,Manipuri,tel,Telugu,1.189,High
19175,mni,Manipuri,tgk,Tajik,0.507,Medium
19176,mni,Manipuri,tgl,Tagalog,0.497,Medium
19177,mni,Manipuri,tha,Thai,0.288,High
19182,mni,Manipuri,tur,Turkish,0.668,High
19187,mni,Manipuri,ukr,Ukrainian,0.339,High
19188,mni,Manipuri,urd,Urdu,1.526,High
19192,mni,Manipuri,vie,Vietnamese,0.275,High
19201,mni,Manipuri,zsm,Standard Malay,0.541,High
19202,mni,Manipuri,zul,Zulu,0.18,High
19603,mya,Burmese,nld,Dutch,0.34,Medium
19604,mya,Burmese,nno,Norwegian Nynorsk,0.463,Medium
19605,mya,Burmese,nob,Norwegian Bokmål,0.364,Medium
19610,mya,Burmese,pan,Panjabi,0.276,Medium
19612,mya,Burmese,pol,Polish,0.23,Medium
19613,mya,Burmese,por,Portuguese,0.35,Medium
19615,mya,Burmese,ron,Romanian,0.231,Medium
19617,mya,Burmese,rus,Russian,0.226,Medium
19624,mya,Burmese,slk,Slovak,0.221,Medium
19625,mya,Burmese,slv,Slovenian,0.233,Medium
19628,mya,Burmese,spa,Spanish,0.281,Medium
19630,mya,Burmese,swe,Swedish,0.32,Medium
19631,mya,Burmese,tam,Tamil,0.117,Medium
19632,mya,Burmese,tel,Telugu,0.292,Medium
19633,mya,Burmese,tgk,Tajik,0.328,Medium
19634,mya,Burmese,tgl,Tagalog,0.444,Medium
19635,mya,Burmese,tha,Thai,0.22,Medium
19640,mya,Burmese,tur,Turkish,0.312,Medium
19642,mya,Burmese,ukr,Ukrainian,0.443,Medium
19643,mya,Burmese,urd,Urdu,0.427,Medium
19646,mya,Burmese,vie,Vietnamese,0.091,Medium
19651,mya,Burmese,yor,Yoruba,0.169,Medium
19652,mya,Burmese,zsm,Standard Malay,0.2,Medium
19653,mya,Burmese,zul,Zulu,0.167,Medium
20181,nld,Dutch,nno,Norwegian Nynorsk,7.165,High
20182,nld,Dutch,nob,Norwegian Bokmål,6.695,High
20185,nld,Dutch,nya,Nyanja,0.052,Medium
20190,nld,Dutch,pan,Panjabi,1.333,High
20198,nld,Dutch,pol,Polish,2.823,High
20199,nld,Dutch,por,Portuguese,5.537,High
20205,nld,Dutch,ron,Romanian,4.321,High
20208,nld,Dutch,rus,Russian,2.48,High
