,ISO_1,LangName_1,ISO_2,LangName_2,Similarity,Robustness
7695,dan,Danish,ell,Modern Greek,1.499,High
7696,dan,Danish,eng,English,4.445,High
7699,dan,Danish,eus,Basque,2.654,High
7706,dan,Danish,fin,Finnish,1.671,High
7707,dan,Danish,fra,French,3.708,High
7715,dan,Danish,gle,Irish,1.9,High
7716,dan,Danish,glg,Galician,3.318,High
7720,dan,Danish,guj,Gujarati,1.084,High
7724,dan,Danish,heb,Hebrew,0.553,High
7727,dan,Danish,hin,Hindi,0.774,High
7728,dan,Danish,hrv,Croatian,3.097,High
7730,dan,Danish,hun,Hungarian,2.781,High
7731,dan,Danish,hye,Armenian,0.973,High
7732,dan,Danish,ibo,Igbo,0.228,Low
7734,dan,Danish,ind,Indonesian,1.528,High
7735,dan,Danish,isl,Icelandic,5.825,High
7736,dan,Danish,ita,Italian,4.09,High
7739,dan,Danish,jav,Javanese,1.328,Low
7740,dan,Danish,jpn,Japanese,1.39,High
7744,dan,Danish,kan,Kannada,0.669,High
7746,dan,Danish,kat,Georgian,1.392,High
7747,dan,Danish,kaz,Kazakh,1.235,Medium
7749,dan,Danish,khm,Khmer,0.432,Medium
7752,dan,Danish,kir,Kirghiz,1.052,Medium
7757,dan,Danish,kor,Korean,0.524,High
7763,dan,Danish,lao,Lao,0.279,Medium
7769,dan,Danish,lit,Lithuanian,2.961,High
7775,dan,Danish,lug,Ganda,0.15,Medium
7776,dan,Danish,luo,Luo,0.358,Medium
7779,dan,Danish,mal,Malayalam,0.664,High
7780,dan,Danish,mar,Marathi,0.482,High
7786,dan,Danish,mkd,Macedonian,3.155,High
7787,dan,Danish,mlt,Maltese,2.313,Medium
7788,dan,Danish,mni,Manipuri,0.669,High
7794,dan,Danish,mya,Burmese,0.376,Medium
7804,dan,Danish,nld,Dutch,7.155,High
7806,dan,Danish,nno,Norwegian Nynorsk,31.443,High
7807,dan,Danish,nob,Norwegian Bokmål,31.085,High
7814,dan,Danish,pan,Panjabi,1.183,High
7822,dan,Danish,pol,Polish,2.671,High
7823,dan,Danish,por,Portuguese,4.357,High
7828,dan,Danish,ron,Romanian,3.316,High
7831,dan,Danish,rus,Russian,2.494,High
7841,dan,Danish,slk,Slovak,2.926,High
7842,dan,Danish,slv,Slovenian,2.919,High
7846,dan,Danish,snd,Sindhi,0.223,Low
7847,dan,Danish,som,Somali,0.641,Low
7849,dan,Danish,spa,Spanish,3.425,High
7857,dan,Danish,swe,Swedish,13.53,High
7860,dan,Danish,tam,Tamil,0.311,High
7862,dan,Danish,tel,Telugu,0.557,High
7864,dan,Danish,tgk,Tajik,1.533,Medium
7865,dan,Danish,tgl,Tagalog,1.559,Medium
7866,dan,Danish,tha,Thai,0.414,High
7873,dan,Danish,tur,Turkish,1.944,High
7879,dan,Danish,ukr,Ukrainian,2.628,High
7880,dan,Danish,urd,Urdu,0.895,High
7884,dan,Danish,vie,Vietnamese,0.579,High
7895,dan,Danish,yor,Yoruba,0.309,Medium
7897,dan,Danish,zsm,Standard Malay,1.415,High
7898,dan,Danish,zul,Zulu,0.418,High
7903,deu,German,ell,Modern Greek,1.395,High
7904,deu,German,eng,English,4.72,High
7907,deu,German,eus,Basque,2.934,High
7914,deu,German,fin,Finnish,1.793,High
7915,deu,German,fra,French,4.162,High
7924,deu,German,gle,Irish,1.825,High
7925,deu,German,glg,Galician,3.265,High
7929,deu,German,guj,Gujarati,0.971,High
7933,deu,German,heb,Hebrew,0.546,High
7936,deu,German,hin,Hindi,0.692,High
7937,deu,German,hrv,Croatian,3.137,High
7939,deu,German,hun,Hungarian,2.986,High
7940,deu,German,hye,Armenian,1.113,High
7941,deu,German,ibo,Igbo,0.142,Low
7943,deu,German,ind,Indonesian,1.382,High
7944,deu,German,isl,Icelandic,2.523,High
7945,deu,German,ita,Italian,4.186,High
7948,deu,German,jav,Javanese,0.47,Low
7949,deu,German,jpn,Japanese,1.249,High
7953,deu,German,kan,Kannada,0.474,High
7955,deu,German,kat,Georgian,1.365,High
7956,deu,German,kaz,Kazakh,1.082,Medium
7958,deu,German,khm,Khmer,0.315,Medium
7961,deu,German,kir,Kirghiz,0.987,Medium
7966,deu,German,kor,Korean,0.479,High
7972,deu,German,lao,Lao,0.179,Medium
7978,deu,German,lit,Lithuanian,2.944,High
7984,deu,German,lug,Ganda,0.092,Medium
7985,deu,German,luo,Luo,0.248,Medium
7988,deu,German,mal,Malayalam,0.556,High
7989,deu,German,mar,Marathi,0.381,High
7995,deu,German,mkd,Macedonian,2.851,High
7996,deu,German,mlt,Maltese,2.309,Medium
7997,deu,German,mni,Manipuri,0.46,High
8003,deu,German,mya,Burmese,0.238,Medium
8013,deu,German,nld,Dutch,9.196,High
8015,deu,German,nno,Norwegian Nynorsk,7.449,High
8016,deu,German,nob,Norwegian Bokmål,7.119,High
8023,deu,German,pan,Panjabi,0.894,High
8031,deu,German,pol,Polish,2.841,High
8032,deu,German,por,Portuguese,4.616,High
8038,deu,German,ron,Romanian,3.473,High
8041,deu,German,rus,Russian,2.961,High
8051,deu,German,slk,Slovak,3.057,High
8052,deu,German,slv,Slovenian,2.963,High
8057,deu,German,snd,Sindhi,0.139,Low
8058,deu,German,som,Somali,0.376,Low
8060,deu,German,spa,Spanish,3.578,High
8068,deu,German,swe,Swedish,6.418,High
8071,deu,German,tam,Tamil,0.256,High
8073,deu,German,tel,Telugu,0.401,High
8075,deu,German,tgk,Tajik,1.138,Medium
8076,deu,German,tgl,Tagalog,1.429,Medium
8077,deu,German,tha,Thai,0.42,High
8084,deu,German,tur,Turkish,1.857,High
8088,deu,German,ukr,Ukrainian,2.43,High
8089,deu,German,urd,Urdu,0.708,High
8093,deu,German,vie,Vietnamese,0.465,High
8104,deu,German,yor,Yoruba,0.307,Medium
8106,deu,German,zsm,Standard Malay,1.226,High
8107,deu,German,zul,Zulu,0.369,High
8595,ell,Modern Greek,eng,English,1.22,High
8598,ell,Modern Greek,eus,Basque,1.371,High
8605,ell,Modern Greek,fin,Finnish,0.686,High
8606,ell,Modern Greek,fra,French,1.551,High
8613,ell,Modern Greek,gle,Irish,0.897,High
8614,ell,Modern Greek,glg,Galician,1.527,High
8618,ell,Modern Greek,guj,Gujarati,0.575,High
8622,ell,Modern Greek,heb,Hebrew,0.248,High
8625,ell,Modern Greek,hin,Hindi,0.365,High
8626,ell,Modern Greek,hrv,Croatian,1.254,High
8628,ell,Modern Greek,hun,Hungarian,1.173,High
8629,ell,Modern Greek,hye,Armenian,0.673,High
8631,ell,Modern Greek,ind,Indonesian,0.564,High
8632,ell,Modern Greek,isl,Icelandic,0.496,High
8633,ell,Modern Greek,ita,Italian,1.923,High
8636,ell,Modern Greek,jav,Javanese,0.34,Low
8637,ell,Modern Greek,jpn,Japanese,0.486,High
8641,ell,Modern Greek,kan,Kannada,0.263,High
8643,ell,Modern Greek,kat,Georgian,0.869,High
8644,ell,Modern Greek,kaz,Kazakh,0.555,Medium
8646,ell,Modern Greek,khm,Khmer,0.254,Medium
8648,ell,Modern Greek,kir,Kirghiz,0.745,Medium
8653,ell,Modern Greek,kor,Korean,0.146,High
8658,ell,Modern Greek,lao,Lao,0.15,Medium
8664,ell,Modern Greek,lit,Lithuanian,1.246,High
8670,ell,Modern Greek,lug,Ganda,0.106,Medium
8671,ell,Modern Greek,luo,Luo,0.108,Medium
8673,ell,Modern Greek,mal,Malayalam,0.359,High
8674,ell,Modern Greek,mar,Marathi,0.243,High
8679,ell,Modern Greek,mkd,Macedonian,1.318,High
8680,ell,Modern Greek,mlt,Maltese,1.446,Medium
8681,ell,Modern Greek,mni,Manipuri,0.328,High
8687,ell,Modern Greek,mya,Burmese,0.111,Medium
8694,ell,Modern Greek,nld,Dutch,1.391,High
8695,ell,Modern Greek,nno,Norwegian Nynorsk,1.38,High
8696,ell,Modern Greek,nob,Norwegian Bokmål,1.305,High
8703,ell,Modern Greek,pan,Panjabi,0.601,High
8711,ell,Modern Greek,pol,Polish,1.03,High
8712,ell,Modern Greek,por,Portuguese,1.882,High
8717,ell,Modern Greek,ron,Romanian,1.411,High
8720,ell,Modern Greek,rus,Russian,0.937,High
8730,ell,Modern Greek,slk,Slovak,1.043,High
8731,ell,Modern Greek,slv,Slovenian,1.273,High
8734,ell,Modern Greek,snd,Sindhi,0.113,Low
8735,ell,Modern Greek,som,Somali,0.251,Low
8737,ell,Modern Greek,spa,Spanish,1.51,High
8745,ell,Modern Greek,swe,Swedish,1.239,High
8748,ell,Modern Greek,tam,Tamil,0.249,High
8750,ell,Modern Greek,tel,Telugu,0.228,High
8752,ell,Modern Greek,tgk,Tajik,0.769,Medium
8753,ell,Modern Greek,tgl,Tagalog,0.752,Medium
8754,ell,Modern Greek,tha,Thai,0.209,High
8761,ell,Modern Greek,tur,Turkish,1.152,High
8767,ell,Modern Greek,ukr,Ukrainian,0.86,High
8768,ell,Modern Greek,urd,Urdu,0.463,High
8772,ell,Modern Greek,vie,Vietnamese,0.201,High
8783,ell,Modern Greek,yor,Yoruba,0.117,Medium
8785,ell,Modern Greek,zsm,Standard Malay,0.498,High
8786,ell,Modern Greek,zul,Zulu,0.191,High
8789,eng,English,eus,Basque,3.786,High
8796,eng,English,fin,Finnish,1.734,High
8797,eng,English,fra,French,9.665,High
8806,eng,English,gle,Irish,1.877,High
8807,eng,English,glg,Galician,6.197,High
8811,eng,English,guj,Gujarati,1.004,High
8815,eng,English,heb,Hebrew,0.417,High
8818,eng,English,hin,Hindi,0.629,High
8819,eng,English,hrv,Croatian,3.418,High
8821,eng,English,hun,Hungarian,1.844,High
8822,eng,English,hye,Armenian,0.67,High
8824,eng,English,ind,Indonesian,1.674,High
8825,eng,English,isl,Icelandic,1.698,High
8826,eng,English,ita,Italian,6.757,High
8829,eng,English,jav,Javanese,0.443,Low
8830,eng,English,jpn,Japanese,1.786,High
8834,eng,English,kan,Kannada,0.564,High
8836,eng,English,kat,Georgian,0.972,High
8837,eng,English,kaz,Kazakh,0.738,High
8839,eng,English,khm,Khmer,0.235,Medium
8842,eng,English,kir,Kirghiz,0.701,Medium
8847,eng,English,kor,Korean,0.53,High
8854,eng,English,lao,Lao,0.119,Medium
8860,eng,English,lit,Lithuanian,2.683,High
8866,eng,English,lug,Ganda,0.061,Medium
8867,eng,English,luo,Luo,0.191,Medium
8870,eng,English,mal,Malayalam,0.494,High
8871,eng,English,mar,Marathi,0.297,High
8878,eng,English,mkd,Macedonian,1.788,High
8879,eng,English,mlt,Maltese,2.061,Medium
8880,eng,English,mni,Manipuri,0.562,High
8886,eng,English,mya,Burmese,0.271,Medium
8896,eng,English,nld,Dutch,6.081,High
8898,eng,English,nno,Norwegian Nynorsk,4.302,High
8899,eng,English,nob,Norwegian Bokmål,4.039,High
8907,eng,English,pan,Panjabi,0.972,High
8915,eng,English,pol,Polish,2.583,High
8916,eng,English,por,Portuguese,7.944,High
8921,eng,English,ron,Romanian,6.194,High
8924,eng,English,rus,Russian,2.025,High
8934,eng,English,slk,Slovak,3.056,High
8935,eng,English,slv,Slovenian,2.917,High
8939,eng,English,sna,Shona,0.052,Low
8940,eng,English,snd,Sindhi,0.123,Low
8941,eng,English,som,Somali,0.198,Low
8943,eng,English,spa,Spanish,7.907,High
8951,eng,English,swe,Swedish,4.158,High
8954,eng,English,tam,Tamil,0.301,High
8956,eng,English,tel,Telugu,0.439,High
8958,eng,English,tgk,Tajik,0.72,Medium
8959,eng,English,tgl,Tagalog,1.354,Medium
8960,eng,English,tha,Thai,0.539,High
8967,eng,English,tur,Turkish,1.396,High
8973,eng,English,ukr,Ukrainian,1.572,High
8974,eng,English,urd,Urdu,0.752,High
8978,eng,English,vie,Vietnamese,0.266,High
8989,eng,English,yor,Yoruba,0.239,Medium
8991,eng,English,yue,Yue Chinese,0.013,Medium
8993,eng,English,zsm,Standard Malay,1.238,High
8994,eng,English,zul,Zulu,0.322,High
9299,eus,Basque,fin,Finnish,1.436,High
9300,eus,Basque,fra,French,4.634,High
9308,eus,Basque,gle,Irish,1.326,High
9309,eus,Basque,glg,Galician,4.617,High
9313,eus,Basque,guj,Gujarati,0.744,High
9317,eus,Basque,heb,Hebrew,0.422,High
9319,eus,Basque,hin,Hindi,0.453,High
9320,eus,Basque,hrv,Croatian,2.788,High
9322,eus,Basque,hun,Hungarian,2.055,High
9323,eus,Basque,hye,Armenian,0.693,High
9325,eus,Basque,ind,Indonesian,1.563,High
9326,eus,Basque,isl,Icelandic,0.653,High
9327,eus,Basque,ita,Italian,5.518,High
9329,eus,Basque,jav,Javanese,0.612,Low
9330,eus,Basque,jpn,Japanese,1.172,High
9333,eus,Basque,kan,Kannada,0.361,High
9335,eus,Basque,kat,Georgian,1.097,High
9336,eus,Basque,kaz,Kazakh,0.813,Medium
9338,eus,Basque,khm,Khmer,0.273,Medium
9340,eus,Basque,kir,Kirghiz,0.654,Medium
9345,eus,Basque,kor,Korean,0.454,High
9351,eus,Basque,lao,Lao,0.081,Medium
9357,eus,Basque,lit,Lithuanian,2.618,High
9362,eus,Basque,lug,Ganda,0.06,Medium
9363,eus,Basque,luo,Luo,0.11,Medium
9365,eus,Basque,mal,Malayalam,0.414,High
9366,eus,Basque,mar,Marathi,0.291,High
9372,eus,Basque,mkd,Macedonian,1.883,High
9373,eus,Basque,mlt,Maltese,2.29,Medium
9374,eus,Basque,mni,Manipuri,0.454,High
9380,eus,Basque,mya,Burmese,0.172,Medium
9388,eus,Basque,nld,Dutch,3.138,High
9389,eus,Basque,nno,Norwegian Nynorsk,2.544,High
9390,eus,Basque,nob,Norwegian Bokmål,2.353,High
9398,eus,Basque,pan,Panjabi,0.809,High
9406,eus,Basque,pol,Polish,2.477,High
9407,eus,Basque,por,Portuguese,6.199,High
9411,eus,Basque,ron,Romanian,4.097,High
9414,eus,Basque,rus,Russian,1.946,High
9423,eus,Basque,slk,Slovak,2.33,High
9424,eus,Basque,slv,Slovenian,2.681,High
9428,eus,Basque,snd,Sindhi,0.05,Low
9429,eus,Basque,som,Somali,0.273,Low
9431,eus,Basque,spa,Spanish,5.873,High
9439,eus,Basque,swe,Swedish,2.582,High
9442,eus,Basque,tam,Tamil,0.289,High
9444,eus,Basque,tel,Telugu,0.274,High
9446,eus,Basque,tgk,Tajik,0.848,Medium
9447,eus,Basque,tgl,Tagalog,2.179,Medium
9448,eus,Basque,tha,Thai,0.361,High
9454,eus,Basque,tur,Turkish,1.654,High
9459,eus,Basque,ukr,Ukrainian,1.508,High
9460,eus,Basque,urd,Urdu,0.551,High
9464,eus,Basque,vie,Vietnamese,0.389,High
9475,eus,Basque,yor,Yoruba,0.263,Medium
9477,eus,Basque,zsm,Standard Malay,1.237,High
9478,eus,Basque,zul,Zulu,0.275,High
10232,fin,Finnish,fra,French,1.622,High
10238,fin,Finnish,gle,Irish,0.682,High
10239,fin,Finnish,glg,Galician,1.355,High
10243,fin,Finnish,guj,Gujarati,0.463,High
10247,fin,Finnish,heb,Hebrew,0.215,High
10249,fin,Finnish,hin,Hindi,0.311,High
10250,fin,Finnish,hrv,Croatian,1.39,High
10252,fin,Finnish,hun,Hungarian,1.581,High
10253,fin,Finnish,hye,Armenian,0.533,High
10255,fin,Finnish,ind,Indonesian,0.802,High
10256,fin,Finnish,isl,Icelandic,0.828,High
10257,fin,Finnish,ita,Italian,1.825,High
10260,fin,Finnish,jav,Javanese,0.263,Low
10261,fin,Finnish,jpn,Japanese,0.686,High
10265,fin,Finnish,kan,Kannada,0.262,High
10267,fin,Finnish,kat,Georgian,0.673,High
10268,fin,Finnish,kaz,Kazakh,0.529,Medium
10270,fin,Finnish,khm,Khmer,0.175,Medium
10273,fin,Finnish,kir,Kirghiz,0.476,Medium
10278,fin,Finnish,kor,Korean,0.333,High
10283,fin,Finnish,lao,Lao,0.103,Medium
10290,fin,Finnish,lit,Lithuanian,1.541,High
10296,fin,Finnish,lug,Ganda,0.048,Medium
10297,fin,Finnish,luo,Luo,0.152,Medium
10300,fin,Finnish,mal,Malayalam,0.228,High
10301,fin,Finnish,mar,Marathi,0.154,High
10306,fin,Finnish,mkd,Macedonian,1.097,High
10307,fin,Finnish,mlt,Maltese,0.858,Medium
10308,fin,Finnish,mni,Manipuri,0.349,High
10314,fin,Finnish,mya,Burmese,0.104,Medium
10322,fin,Finnish,nld,Dutch,1.72,High
10323,fin,Finnish,nno,Norwegian Nynorsk,1.73,High
10324,fin,Finnish,nob,Norwegian Bokmål,1.593,High
10331,fin,Finnish,pan,Panjabi,0.481,High
10336,fin,Finnish,pol,Polish,1.287,High
10337,fin,Finnish,por,Portuguese,1.785,High
10342,fin,Finnish,ron,Romanian,1.511,High
10345,fin,Finnish,rus,Russian,1.02,High
10354,fin,Finnish,slk,Slovak,1.384,High
10355,fin,Finnish,slv,Slovenian,1.436,High
10359,fin,Finnish,snd,Sindhi,0.086,Low
10361,fin,Finnish,spa,Spanish,1.484,High
10368,fin,Finnish,swe,Swedish,1.964,High
10370,fin,Finnish,tam,Tamil,0.114,High
10372,fin,Finnish,tel,Telugu,0.177,High
10374,fin,Finnish,tgk,Tajik,0.625,Medium
10375,fin,Finnish,tgl,Tagalog,0.633,Medium
10376,fin,Finnish,tha,Thai,0.24,High
10382,fin,Finnish,tur,Turkish,0.901,High
10387,fin,Finnish,ukr,Ukrainian,1.058,High
10388,fin,Finnish,urd,Urdu,0.41,High
10392,fin,Finnish,vie,Vietnamese,0.292,High
10402,fin,Finnish,yor,Yoruba,0.131,Medium
10405,fin,Finnish,zsm,Standard Malay,0.634,High
10406,fin,Finnish,zul,Zulu,0.173,High
10415,fra,French,gle,Irish,1.88,High
10416,fra,French,glg,Galician,9.109,High
10420,fra,French,guj,Gujarati,0.908,High
10424,fra,French,heb,Hebrew,0.553,High
10426,fra,French,hin,Hindi,0.562,High
10428,fra,French,hrv,Croatian,3.626,High
10430,fra,French,hun,Hungarian,2.086,High
10431,fra,French,hye,Armenian,0.801,High
10433,fra,French,ind,Indonesian,1.791,High
10434,fra,French,isl,Icelandic,0.972,High
10435,fra,French,ita,Italian,9.544,High
10438,fra,French,jav,Javanese,0.795,Low
10439,fra,French,jpn,Japanese,1.406,High
10444,fra,French,kan,Kannada,0.459,High
10446,fra,French,kat,Georgian,1.193,High
10447,fra,French,kaz,Kazakh,1.016,Medium
10449,fra,French,khm,Khmer,0.315,Medium
10452,fra,French,kir,Kirghiz,0.854,Medium
10457,fra,French,kor,Korean,0.368,High
10463,fra,French,lao,Lao,0.214,Medium
10469,fra,French,lit,Lithuanian,3.037,High
10475,fra,French,lug,Ganda,0.122,Medium
10476,fra,French,luo,Luo,0.152,Medium
10479,fra,French,mal,Malayalam,0.459,High
10480,fra,French,mar,Marathi,0.346,High
10486,fra,French,mkd,Macedonian,2.298,High
10487,fra,French,mlt,Maltese,3.052,Medium
10488,fra,French,mni,Manipuri,0.557,High
10495,fra,French,mya,Burmese,0.239,Medium
10504,fra,French,nld,Dutch,5.326,High
10506,fra,French,nno,Norwegian Nynorsk,3.507,High
10507,fra,French,nob,Norwegian Bokmål,3.296,High
10510,fra,French,nya,Nyanja,0.041,Medium
10516,fra,French,pan,Panjabi,0.922,High
10524,fra,French,pol,Polish,2.898,High
10525,fra,French,por,Portuguese,11.979,High
10531,fra,French,ron,Romanian,8.817,High
10534,fra,French,rus,Russian,2.435,High
10544,fra,French,slk,Slovak,3.21,High
10545,fra,French,slv,Slovenian,3.261,High
10550,fra,French,snd,Sindhi,0.19,Low
10551,fra,French,som,Somali,0.177,Low
10553,fra,French,spa,Spanish,11.196,High
10561,fra,French,swe,Swedish,3.468,High
10564,fra,French,tam,Tamil,0.264,High
10566,fra,French,tel,Telugu,0.384,High
10568,fra,French,tgk,Tajik,1.009,Medium
10569,fra,French,tgl,Tagalog,1.799,Medium
10570,fra,French,tha,Thai,0.454,High
10577,fra,French,tur,Turkish,1.864,High
10584,fra,French,ukr,Ukrainian,1.851,High
10585,fra,French,urd,Urdu,0.708,High
10589,fra,French,vie,Vietnamese,0.404,High
10600,fra,French,yor,Yoruba,0.328,Medium
10602,fra,French,zsm,Standard Malay,1.306,High
10603,fra,French,zul,Zulu,0.312,High
11516,gle,Irish,glg,Galician,1.764,High
11520,gle,Irish,guj,Gujarati,0.929,High
11524,gle,Irish,heb,Hebrew,0.27,High
11527,gle,Irish,hin,Hindi,0.782,High
11529,gle,Irish,hrv,Croatian,1.293,High
11531,gle,Irish,hun,Hungarian,1.336,High
11532,gle,Irish,hye,Armenian,0.741,High
11534,gle,Irish,ind,Indonesian,0.629,High
11535,gle,Irish,isl,Icelandic,1.092,High
11536,gle,Irish,ita,Italian,2.083,High
11539,gle,Irish,jav,Javanese,0.719,Low
11540,gle,Irish,jpn,Japanese,0.685,High
11543,gle,Irish,kan,Kannada,0.618,High
11545,gle,Irish,kat,Georgian,0.803,High
11546,gle,Irish,kaz,Kazakh,0.591,Medium
11548,gle,Irish,khm,Khmer,0.393,Medium
11550,gle,Irish,kir,Kirghiz,0.415,Medium
11555,gle,Irish,kor,Korean,0.388,High
11560,gle,Irish,lao,Lao,0.131,Medium
11566,gle,Irish,lit,Lithuanian,1.315,High
11572,gle,Irish,lug,Ganda,0.088,Medium
11573,gle,Irish,luo,Luo,0.258,Medium
11576,gle,Irish,mal,Malayalam,0.568,High
11577,gle,Irish,mar,Marathi,0.478,High
11582,gle,Irish,mkd,Macedonian,1.578,High
11583,gle,Irish,mlt,Maltese,1.359,Medium
11584,gle,Irish,mni,Manipuri,0.384,High
11590,gle,Irish,mya,Burmese,0.297,Medium
11599,gle,Irish,nld,Dutch,2.024,High
11601,gle,Irish,nno,Norwegian Nynorsk,1.781,High
11602,gle,Irish,nob,Norwegian Bokmål,1.603,High
11609,gle,Irish,pan,Panjabi,0.873,High
11614,gle,Irish,pol,Polish,1.202,High
11615,gle,Irish,por,Portuguese,2.474,High
11620,gle,Irish,ron,Romanian,1.639,High
11623,gle,Irish,rus,Russian,1.14,High
11633,gle,Irish,slk,Slovak,1.153,High
11634,gle,Irish,slv,Slovenian,1.309,High
11637,gle,Irish,snd,Sindhi,0.276,Low
11638,gle,Irish,som,Somali,0.329,Low
11640,gle,Irish,spa,Spanish,1.772,High
11647,gle,Irish,swe,Swedish,1.662,High
11649,gle,Irish,tam,Tamil,0.395,High
11651,gle,Irish,tel,Telugu,0.406,High
11653,gle,Irish,tgk,Tajik,0.845,Medium
11654,gle,Irish,tgl,Tagalog,1.159,Medium
11655,gle,Irish,tha,Thai,0.296,High
11662,gle,Irish,tur,Turkish,1.151,High
11668,gle,Irish,ukr,Ukrainian,1.362,High
11669,gle,Irish,urd,Urdu,0.889,High
11673,gle,Irish,vie,Vietnamese,0.525,High
11683,gle,Irish,yor,Yoruba,0.206,Medium
11685,gle,Irish,zsm,Standard Malay,0.805,High
11686,gle,Irish,zul,Zulu,0.409,High
11690,glg,Galician,guj,Gujarati,0.805,High
11694,glg,Galician,heb,Hebrew,0.548,High
11697,glg,Galician,hin,Hindi,0.643,High
11699,glg,Galician,hrv,Croatian,2.977,High
11701,glg,Galician,hun,Hungarian,2.061,High
11702,glg,Galician,hye,Armenian,0.746,High
11704,glg,Galician,ind,Indonesian,1.346,High
11706,glg,Galician,isl,Icelandic,0.827,High
11707,glg,Galician,ita,Italian,8.2,High
11710,glg,Galician,jav,Javanese,0.74,Low
11711,glg,Galician,jpn,Japanese,1.01,High
11715,glg,Galician,kan,Kannada,0.421,High
11717,glg,Galician,kat,Georgian,1.006,High
11718,glg,Galician,kaz,Kazakh,0.896,Medium
11720,glg,Galician,khm,Khmer,0.3,Medium
11722,glg,Galician,kir,Kirghiz,0.676,Medium
11727,glg,Galician,kor,Korean,0.321,High
11733,glg,Galician,lao,Lao,0.194,Medium
11739,glg,Galician,lit,Lithuanian,2.763,High
11745,glg,Galician,lug,Ganda,0.12,Medium
11746,glg,Galician,luo,Luo,0.174,Medium
11749,glg,Galician,mal,Malayalam,0.399,High
11750,glg,Galician,mar,Marathi,0.411,High
11756,glg,Galician,mkd,Macedonian,2.013,High
11757,glg,Galician,mlt,Maltese,3.232,Medium
11758,glg,Galician,mni,Manipuri,0.485,High
11765,glg,Galician,mya,Burmese,0.157,Medium
11774,glg,Galician,nld,Dutch,3.817,High
11776,glg,Galician,nno,Norwegian Nynorsk,2.881,High
11777,glg,Galician,nob,Norwegian Bokmål,2.849,High
11780,glg,Galician,nya,Nyanja,0.065,Medium
11786,glg,Galician,pan,Panjabi,0.762,High
11792,glg,Galician,pol,Polish,2.409,High
11793,glg,Galician,por,Portuguese,14.994,High
11798,glg,Galician,ron,Romanian,7.071,High
11801,glg,Galician,rus,Russian,1.979,High
11812,glg,Galician,slk,Slovak,2.502,High
11813,glg,Galician,slv,Slovenian,2.676,High
11817,glg,Galician,snd,Sindhi,0.179,Low
11818,glg,Galician,som,Somali,0.319,Low
11820,glg,Galician,spa,Spanish,18.223,High
11828,glg,Galician,swe,Swedish,2.805,High
11830,glg,Galician,tam,Tamil,0.307,High
11832,glg,Galician,tel,Telugu,0.34,High
11834,glg,Galician,tgk,Tajik,0.984,Medium
11835,glg,Galician,tgl,Tagalog,2.485,Medium
11836,glg,Galician,tha,Thai,0.352,High
11843,glg,Galician,tur,Turkish,1.91,High
11850,glg,Galician,ukr,Ukrainian,1.791,High
11851,glg,Galician,urd,Urdu,0.601,High
11855,glg,Galician,vie,Vietnamese,0.474,High
11866,glg,Galician,yor,Yoruba,0.291,Medium
11868,glg,Galician,zsm,Standard Malay,1.262,High
11869,glg,Galician,zul,Zulu,0.312,High
12280,guj,Gujarati,heb,Hebrew,0.357,High
12283,guj,Gujarati,hin,Hindi,5.001,High
12284,guj,Gujarati,hrv,Croatian,0.903,High
12286,guj,Gujarati,hun,Hungarian,0.904,High
12287,guj,Gujarati,hye,Armenian,0.706,High
12289,guj,Gujarati,ind,Indonesian,0.8,High
12290,guj,Gujarati,isl,Icelandic,0.666,High
12291,guj,Gujarati,ita,Italian,1.104,High
12294,guj,Gujarati,jav,Javanese,1.402,Low
12295,guj,Gujarati,jpn,Japanese,0.658,High
12300,guj,Gujarati,kan,Kannada,14.712,High
12302,guj,Gujarati,kat,Georgian,0.472,High
12303,guj,Gujarati,kaz,Kazakh,0.769,Medium
12305,guj,Gujarati,khm,Khmer,0.668,Medium
12308,guj,Gujarati,kir,Kirghiz,0.784,Medium
12313,guj,Gujarati,kor,Korean,0.402,High
12319,guj,Gujarati,lao,Lao,0.475,Medium
12326,guj,Gujarati,lit,Lithuanian,0.715,High
12331,guj,Gujarati,lug,Ganda,0.104,Medium
12332,guj,Gujarati,luo,Luo,0.64,Medium
12335,guj,Gujarati,mal,Malayalam,9.673,High
12336,guj,Gujarati,mar,Marathi,3.241,High
12342,guj,Gujarati,mkd,Macedonian,1.159,High
12343,guj,Gujarati,mlt,Maltese,1.257,Medium
12344,guj,Gujarati,mni,Manipuri,2.179,High
12350,guj,Gujarati,mya,Burmese,0.264,Medium
12358,guj,Gujarati,nld,Dutch,1.291,High
12359,guj,Gujarati,nno,Norwegian Nynorsk,1.211,High
12360,guj,Gujarati,nob,Norwegian Bokmål,0.996,High
12368,guj,Gujarati,pan,Panjabi,20.399,High
12375,guj,Gujarati,pol,Polish,0.782,High
12376,guj,Gujarati,por,Portuguese,1.242,High
12381,guj,Gujarati,ron,Romanian,0.76,High
12384,guj,Gujarati,rus,Russian,0.774,High
12394,guj,Gujarati,slk,Slovak,0.739,High
12395,guj,Gujarati,slv,Slovenian,0.746,High
12399,guj,Gujarati,sna,Shona,0.225,Low
12400,guj,Gujarati,snd,Sindhi,0.488,Low
12401,guj,Gujarati,som,Somali,0.922,Low
12403,guj,Gujarati,spa,Spanish,0.924,High
12410,guj,Gujarati,swe,Swedish,0.913,High
12412,guj,Gujarati,tam,Tamil,3.155,High
